animal_id,animal_type,primary_color,secondary_color,sex,dob,intake_date,animal_age,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,outcome_type,outcome_subtype,latitude,longitude
A722639,cat,black,NA,Male,2021-06-10,2024-06-10,1096,injured  severe,stray,field,NA,2024-06-11,euthanasia,at vet,33.7881895,-118.1673638
A618170,dog,tan,white,Male,2018-07-28,2018-11-28,123,normal,stray,field,NA,2018-12-04,transfer,spcala,33.7880534,-118.1963742
A656115,cat,black,NA,Neutered,2020-10-22,2021-04-10,170,normal,owner surrender,field,too many,2021-04-24,adoption,web,33.7856706,-118.1921526
A630808,cat,black,white,Neutered,2018-07-28,2019-07-28,365,normal,stray,field,NA,2019-09-26,"shelter, neuter, return",straycatal,33.7880534,-118.1963742
A722851,cat,black,white,Spayed,2024-05-20,2024-06-13,24,under age/weight,stray,aban field,NA,2024-08-29,adoption,web,33.813999,-118.2122092
A617624,cat,black,white,Unknown,2017-11-16,2018-11-16,365,injured  severe,stray,field,NA,2018-11-16,died,enroute,33.790768,-118.2121887
A637532,cat,black,white,Unknown,2019-10-13,2019-12-13,61,ill moderatete,stray,field,NA,2019-12-14,euthanasia,at vet,33.8515279,-118.1714025
A584802,dog,brown,NA,Female,2014-01-19,2017-01-19,1096,ill mild,stray,field,NA,2017-01-27,transfer,spcala,33.8116507,-118.2122041
A592928,dog,white,NA,Female,2015-07-05,2017-07-05,731,injured  moderate,stray,field,NA,2017-07-05,return to owner,walkin,33.7646777,-118.1723105
A724978,dog,tan,black,Spayed,2023-01-18,2024-07-17,546,normal,owner surrender,field,NA,2024-09-11,adoption,web,33.7924587,-118.2123431
A724980,dog,black,brown,Spayed,2023-09-18,2024-07-17,303,normal,owner surrender,field,NA,2024-09-25,adoption,web,33.7924587,-118.2123431
A618923,dog,black,NA,Female,2014-12-17,2018-12-16,1460,normal,stray,field,NA,2018-12-19,return to owner,walkin,33.8699171,-118.1714271
A609950,cat,black,white,Neutered,2018-05-05,2018-06-20,46,under age/weight,stray,field,NA,2018-10-23,adoption,pfe/pawshp,33.788222,-118.168468
A589882,cat,gray,white,Male,2017-04-23,2017-05-07,14,under age/weight,stray,field,NA,2017-06-06,rescue,other resc,33.7844161,-118.1730895
A606037,cat,white,NA,Female,2018-04-07,2018-04-09,2,under age/weight,stray,field,NA,2018-04-09,foster,undrage/wt,33.7936244,-118.1731751
A637431,cat,black,white,Male,2017-12-11,2019-12-11,730,injured  severe,stray,field,NA,2019-12-11,euthanasia,at vet,33.7881855,-118.2184479
A699208,dog,white,NA,Male,2022-05-21,2023-05-21,365,normal,stray,field,NA,2023-05-21,return to owner,fre rid hm,33.8515279,-118.1714025
A731945,dog,black,brown,Neutered,2023-11-05,2024-11-04,365,normal,stray,field,NA,2024-11-22,adoption,web,33.8321691,-118.1732826
A725942,cat,black,white,Male,2020-07-31,2024-07-31,1461,ill severe,stray,field,NA,2024-07-31,euthanasia,ill severe,33.7880499,-118.179596
A702825,dog,tan,white,Female,2023-05-13,2023-07-13,61,normal,stray,field,NA,2023-07-14,transfer,spcala,33.7881707,-118.1888181
A675470,cat,black,white,Spayed,NA,2022-05-22,NA,normal,owner surrender,field,NA,2022-05-27,transfer,spcala,33.7881707,-118.1888181
A620279,dog,white,NA,Male,2018-01-14,2019-01-14,365,normal,stray,field,NA,2019-01-20,transfer,spcala,33.7881707,-118.1888181
A699659,cat,black,white,Male,2023-03-27,2023-05-27,61,normal,stray,field,NA,2023-07-26,adoption,NA,33.7924587,-118.2123431
A719265,dog,black,brown,Female,2024-02-20,2024-04-20,60,injured  moderate,stray,aban field,NA,2024-04-23,euthanasia,at vet,33.7880545,-118.1981009
A722517,cat,gray,NA,Neutered,2024-03-20,2024-06-08,80,injured  moderate,stray,field,NA,2024-08-11,adoption,web,33.7880545,-118.1981009
A699660,cat,black,NA,Spayed,2023-03-27,2023-05-27,61,normal,stray,field,NA,2023-08-12,adoption,NA,33.7924587,-118.2123431
A675918,dog,white,NA,Male,2021-05-26,2022-05-26,365,normal,stray,field,NA,2022-06-05,rescue,sparkygang,33.7880545,-118.1981009
A631259,dog,tan,cream,Male,2018-08-04,2019-08-04,365,normal,stray,field,NA,2019-08-07,return to owner,walkin,33.788044,-118.1647702
A603838,dog,white,NA,Neutered,2017-02-16,2018-02-16,365,normal,stray,field,NA,2018-03-03,rescue,bichonfur,33.8148151,-118.2130965
A606648,dog,black,white,Female,2013-04-25,2018-04-24,1825,normal,stray,field,NA,2018-04-25,return to owner,walkin,33.8148151,-118.2130965
A594745,dog,brown,white,Female,2012-08-03,2017-08-03,1826,ill severe,stray,field,NA,2017-08-04,euthanasia,ill severe,33.788197,-118.1563819
A584031,dog,white,brown,Female,2014-01-03,2017-01-03,1096,normal,stray,field,NA,2017-01-15,adoption,spcala,33.7862365,-118.1752478
A479098,dog,black,tan,Spayed,2007-11-16,2018-04-17,3805,normal,stray,field,NA,2018-04-18,return to owner,walkin,33.7853157,-118.1923953
A588442,dog,white,tan,Spayed,2016-09-08,2017-04-11,215,normal,stray,field,NA,2017-04-12,return to owner,walkin,33.7869595,-118.184432
A597165,cat,black,white,Female,2017-08-15,2017-09-15,31,under age/weight,stray,field,NA,2017-09-18,rescue,fndanifoun,33.81080120000001,-118.2155321
A653798,dog,tan,white,Neutered,2016-02-08,2021-02-08,1827,normal,stray,field,NA,2021-02-18,adoption,web,33.7895865,-118.2151873
A640626,dog,tan,white,Male,2019-07-02,2020-03-02,244,normal,stray,field,NA,2020-03-07,transfer,spcala,33.7881471,-118.1718914
A587476,dog,black,brown,Male,2016-03-23,2017-03-23,365,normal,stray,field,NA,2017-03-29,transfer,spcala,33.7881471,-118.1718914
A727620,dog,black,white,Female,2010-08-26,2024-08-26,5114,i/i report,stray,field,NA,2024-09-03,rescue,NA,33.8508417,-118.1731966
A669743,dog,white,NA,Neutered,2021-01-26,2022-01-26,365,normal,stray,field,NA,2022-02-03,foster to adopt,NA,33.7878394,-118.1394618
A619650,dog,white,NA,Spayed,2009-01-02,2019-01-02,3652,ill severe,stray,field,NA,2019-01-23,rescue,other resc,33.8508603,-118.1731847
A610301,dog,white,black,Spayed,2017-06-27,2019-06-08,711,normal,stray,field,NA,2019-06-18,transfer,spcala,33.78816279999999,-118.1773224
A612953,cat,white,NA,Male,2018-06-16,2018-08-16,61,ill mild,stray,field,NA,2018-08-17,euthanasia,ill mild,33.7771569,-118.1720014
A719857,cat,black,NA,Male,2022-04-30,2024-04-30,731,injured  severe,stray,field,NA,2024-04-30,euthanasia,ill severe,33.7883292,-118.2161362
A627184,dog,white,NA,Female,2017-05-28,2019-05-28,730,normal,stray,field,NA,2019-06-04,transfer,spcala,33.8673834,-118.1735275
A728733,dog,brown,tan,Spayed,2020-09-18,2024-09-18,1461,i/i report,stray,field,NA,2024-09-28,adoption,web,33.8515279,-118.1714284
A615215,cat,black,white,Spayed,2015-09-26,2018-09-26,1096,fractious,stray,field,NA,2018-10-14,"shelter, neuter, return",straycatal,33.8543651,-118.1734456
A698524,cat,black,NA,Female,2023-04-26,2023-05-11,15,under age/weight,stray,aban field,NA,2023-05-13,rescue,capaws,33.7880459,-118.1578473
A615218,cat,black,white,Unknown,2018-08-11,2018-09-26,46,under age/weight,stray,field,NA,2018-10-01,euthanasia,ill severe,33.8543651,-118.1734456
A617081,cat,black,NA,Male,2018-09-26,2018-11-03,38,normal,stray,field,NA,2018-12-14,rescue,zazzycat,33.7880494,-118.1866858
A616416,dog,gray,black,Unknown,NA,2018-10-18,NA,normal,stray,field,NA,2018-10-18,euthanasia,ill severe,33.7882215,-118.1908185
A730983,dog,brown,black,Spayed,2024-03-22,2024-10-22,214,normal,stray,field,NA,NA,NA,NA,33.85694280000001,-118.1728259
A691284,rabbit,brown,white,Spayed,2021-12-31,2022-12-31,365,injured  mild,stray,field,NA,2023-03-22,adoption,web,33.7881037,-118.193333
A658855,dog,black,NA,Neutered,2013-06-14,2021-06-14,2922,normal,stray,field,NA,2021-06-16,return to owner,walkin,33.81892,-118.1719602
A691286,rabbit,white,brown,Neutered,2021-12-31,2022-12-31,365,normal,stray,field,NA,2023-03-29,adoption,pfe/pawshp,33.7881037,-118.193333
A613880,cat,black,white,Unknown,2018-07-01,2018-08-31,61,ill moderatete,stray,field,NA,2018-08-31,euthanasia,ill severe,33.7885713,-118.1361091
A708553,cat,black,NA,Female,2023-10-08,2023-10-09,1,under age/weight,stray,field,NA,2023-12-16,adoption,NA,33.7871562,-118.1910896
A708554,cat,black,NA,Neutered,2023-10-08,2023-10-09,1,under age/weight,stray,field,NA,2023-12-03,adoption,NA,33.7871562,-118.1910896
A590883,dog,white,black,Male,2015-05-26,2017-05-26,731,normal,stray,field,NA,2017-05-26,return to owner,microchip,33.7872995,-118.1643207
A618114,dog,gray,white,Male,2017-11-27,2018-11-27,365,normal,stray,field,NA,2018-12-03,transfer,spcala,33.7872995,-118.1643207
A729077,cat,black,NA,Unknown,2023-09-27,2024-09-27,366,injured  severe,stray,field,NA,2024-09-27,euthanasia,at vet,33.787438,-118.135332
A677417,rabbit,brown,white,Unknown,NA,2022-06-11,NA,injured  severe,stray,field,NA,2022-06-12,euthanasia,inj severe,33.7872317,-118.1659088
A719794,dog,gray,white,Neutered,2020-04-28,2024-04-28,1461,ill mild,stray,field,NA,2024-06-19,euthanasia,beh severe,33.7896738,-118.2139723
A689051,dog,black,NA,Spayed,2016-11-19,2022-11-19,2191,normal,stray,field,NA,2023-04-30,adoption,web,33.8654791,-118.042426
A723320,cat,gray,white,Male,2024-06-06,2024-06-24,18,ill mild,stray,field,NA,2024-10-10,rescue,littlelion,33.787219,-118.176166
A691594,dog,brown,NA,Female,2022-01-07,2023-01-07,365,normal,stray,field,NA,2023-01-13,transfer,spcala,33.7695524,-118.1720108
A584865,dog,brown,white,Male,2014-01-20,2019-11-28,2138,normal,stray,field,NA,2019-11-28,return to owner,fre rid hm,33.7771569,-118.1720014
A584867,dog,tan,NA,Male,2012-01-20,2019-11-28,2869,normal,stray,field,NA,2019-11-28,return to owner,fre rid hm,33.7771569,-118.1720014
A721056,cat,white,brown  tabby,Neutered,2024-05-01,2024-05-17,16,ill mild,stray,field,NA,2024-07-27,adoption,pfe/pawshp,33.7821768,-118.1209125
A721052,cat,black,NA,Neutered,2024-04-02,2024-05-17,45,ill mild,stray,field,NA,2024-08-14,adoption,web,33.7821768,-118.1209125
A721055,cat,white,brown  tabby,Spayed,2024-05-01,2024-05-17,16,ill mild,stray,field,NA,2024-07-19,adoption,web,33.7821768,-118.1209125
A674859,cat,black,NA,Neutered,2020-05-15,2022-05-15,730,normal,owner surrender,field,NA,2022-05-17,return to owner,NA,33.7894877,-118.1896689
A674861,cat,gray,NA,Female,2021-09-15,2022-05-15,242,normal,owner surrender,field,NA,2022-05-15,transfer,spcala,33.7894877,-118.1896689
A674863,cat,gray,NA,Neutered,2020-05-15,2022-05-15,730,normal,owner surrender,field,NA,2022-06-11,adoption,web,33.7894877,-118.1896689
A591938,cat,black,white,Unknown,2017-06-12,2017-06-15,3,under age/weight,stray,field,NA,2017-06-15,euthanasia,undrage/wt,33.8225692,-118.2146793
A604625,cat,black,white,Male,2018-01-08,2018-03-08,59,ill severe,stray,field,NA,2018-03-29,rescue,fndanifoun,33.7744399,-118.1698465
A594676,dog,black,brown,Spayed,2015-08-01,2020-10-17,1904,normal,stray,field,NA,2020-10-18,return to owner,walkin,33.8719249,-118.1708342
A587191,dog,tan,white,Male,2016-03-17,2017-03-17,365,normal,stray,field,NA,2017-03-23,transfer,spcala,33.8719249,-118.1708342
A597022,dog,black,white,Male,2016-09-13,2017-09-13,365,behavior  severe,stray,field,NA,2017-10-13,euthanasia,beh modera,33.7900272,-118.1837492
A717940,cat,black,white,Male,2014-04-01,2024-04-01,3653,ill severe,stray,field,NA,2024-04-01,euthanasia,at vet,33.7898857,-118.1910812
A722562,cat,black,NA,Neutered,2021-06-09,2024-06-09,1096,i/i report,stray,field,NA,2024-06-18,community cat,friendly,33.7898857,-118.1910812
A729054,cat,white,brown  tabby,Unknown,2024-09-26,2024-09-16,10,normal,stray,aban field,NA,2024-09-28,rescue,littlelion,33.7697101,-118.1711771
A676667,dog,white,NA,Female,NA,2022-06-03,NA,normal,stray,field,NA,2022-06-04,return to owner,fre rid hm,33.7889566,-118.1231717
A603306,cat,gray,white,Unknown,2018-01-30,2018-02-01,2,under age/weight,stray,field,NA,2018-02-02,rescue,fndanifoun,33.7898551,-118.1817775
A585432,dog,white,brown,Male,2014-02-04,2017-02-04,1096,normal,stray,field,NA,2017-02-04,return to owner,microchip,33.7887777,-118.1192374
A734009,cat,gray,black,Unknown,NA,2024-12-10,NA,injured  severe,stray,field,NA,2024-12-11,euthanasia,at vet,33.7898725,-118.1828574
A683763,dog,black,NA,Spayed,2017-09-12,2022-09-12,1826,normal,stray,field,NA,2022-09-16,adoption,NA,33.7898538,-118.1762891
A654591,dog,black,brown,Spayed,2020-03-04,2021-03-04,365,normal,stray,field,NA,2021-03-20,adoption,web,33.7882028,-118.1760305
A673409,cat,black,white,Male,2022-03-21,2022-04-21,31,under age/weight,stray,field,NA,2022-04-27,rescue,littlepaws,33.7880992,-118.1850249
A693330,cat,gray,NA,Male,2021-02-12,2023-02-12,730,injured  severe,stray,field,NA,2023-02-13,euthanasia,at vet,33.7900206,-118.1869061
A673405,cat,black,NA,Female,2022-03-21,2022-04-21,31,under age/weight,stray,field,NA,2022-04-23,adoption,NA,33.7880992,-118.1850249
A606239,dog,black,NA,Male,2016-04-14,2018-04-14,730,normal,owner surrender,field,NA,2018-04-18,return to owner,walkin,33.7900206,-118.1869061
A558974,dog,white,black,Neutered,2015-03-08,2021-08-13,2350,injured  moderate,stray,field,NA,2022-05-03,rescue,k9kismet,33.8328587,-118.170985
A728989,cat,black,NA,Neutered,2024-09-17,2024-09-24,7,under age/weight,stray,field,NA,2024-12-20,adoption,web,33.78816279999999,-118.1773224
A729831,cat,black,white,Neutered,2024-08-24,2024-10-08,45,injured  severe,stray,field,NA,2024-11-16,adoption,web,33.7898836,-118.1920127
A728990,cat,black,NA,Spayed,2024-09-17,2024-09-24,7,under age/weight,stray,field,NA,2024-12-20,adoption,web,33.78816279999999,-118.1773224
A609928,dog,tan,white,Female,2015-06-20,2018-06-20,1096,normal,stray,field,NA,2018-06-26,transfer,spcala,33.7898836,-118.1920127
A587051,cat,black,white,Male,2012-03-14,2017-03-14,1826,injured  severe,stray,field,NA,2017-03-14,euthanasia,inj severe,33.78816279999999,-118.1773224
A700182,dog,black,NA,Spayed,2022-10-06,2023-06-04,241,ill moderatete,stray,field,NA,2023-08-02,adoption,web,33.7898646,-118.1518362
A635603,dog,tan,NA,Spayed,2018-11-02,2019-11-02,365,injured  moderate,stray,field,NA,2019-12-07,adoption,walkin,33.7881895,-118.1673638
A668397,dog,black,brown,Male,2019-12-23,2021-12-23,731,ill mild,stray,field,NA,2021-12-24,return to owner,walkin,33.78991920000001,-118.2154148
A624828,dog,white,NA,Neutered,2018-04-16,2019-04-16,365,normal,stray,field,NA,2019-05-01,adoption,web,33.7880534,-118.1963742
A623110,cat,white,brown  tabby,Spayed,2017-03-13,2019-03-13,730,normal,stray,aban field,NA,2019-04-07,adoption,walkin,33.7660731,-118.1718028
A587779,dog,white,tan,Spayed,2015-03-30,2024-03-07,3265,ill moderatete,stray,field,NA,2024-03-22,adoption,web,33.7941065,-118.2166114
A685389,cat,black,white,Neutered,2022-08-29,2022-09-29,31,under age/weight,stray,field,NA,2022-12-17,adoption,web,33.85407,-118.1713351
A602532,dog,brown,NA,Neutered,2014-01-15,2018-01-15,1461,injured  moderate,stray,field,NA,2018-01-21,adoption,good sam,33.7898558,-118.1709025
A712684,dog,tan,white,Male,2022-01-02,2024-01-02,730,normal,owner surrender,field,bites,2024-01-03,euthanasia,beh severe,33.8532351,-118.171391
A584166,cat,gray,NA,Female,2012-01-06,2017-01-06,1827,injured  severe,stray,field,NA,2017-01-06,died,enroute,33.8782722,-118.1708745
A642829,cat,black,NA,Female,2020-04-27,2020-05-17,20,under age/weight,stray,field,NA,2020-05-29,rescue,littlepaws,33.8461706,-118.1707108
A613037,cat,black,white,Female,2018-03-18,2018-08-18,153,normal,stray,field,NA,2018-08-21,transfer,spcala,33.788222,-118.168468
A692770,bird,white,gray,Unknown,2022-02-01,2023-02-01,365,normal,stray,field,NA,2023-02-12,rescue,other resc,33.8501486,-118.1722004
A680486,dog,tan,NA,Spayed,2021-10-21,2024-02-07,839,injured  moderate,stray,field,NA,2024-02-07,return to owner,fre rid hm,33.7882215,-118.1908181
A690803,cat,black,white,Female,2021-06-21,2022-12-21,548,ill severe,stray,field,NA,2022-12-21,euthanasia,ill severe,33.7882215,-118.1908185
A689051,dog,black,NA,Spayed,2016-11-19,2023-05-10,2363,fractious,owner surrender,field,NA,2023-06-01,euthanasia,beh severe,33.7881707,-118.1888181
A610057,dog,black,NA,Neutered,2017-12-21,2019-06-06,532,normal,stray,field,NA,2019-06-07,return to owner,walkin,33.7881707,-118.1888181
A674466,cat,gray,white,Male,2022-01-11,2022-05-11,120,normal,owner surrender,field,NA,2022-05-12,transfer,spcala,33.7881707,-118.1888181
A682667,dog,black,tan,Spayed,2020-08-28,2022-08-28,730,ill mild,stray,field,NA,2022-09-28,adoption,NA,33.7880545,-118.1981009
A679424,dog,black,white,Neutered,2021-07-11,2022-07-10,364,normal,stray,field,NA,2022-07-16,adoption,NA,33.7880545,-118.1981009
A630933,cat,black,white,Unknown,2019-07-30,2019-07-30,0,under age/weight,stray,field,NA,2019-07-30,euthanasia,undrage/wt,33.7889659,-118.1856524
A655546,dog,tan,white,Male,2016-03-28,2021-03-28,1826,injured  severe,stray,field,NA,2021-03-28,euthanasia,at vet,33.780169,-118.2248181
A599551,dog,black,silver,Neutered,2008-09-06,2022-05-09,4993,injured  mild,stray,field,NA,2022-05-11,return to owner,walkin,33.7875982,-118.1524246
A613121,dog,black,NA,Neutered,2013-08-18,2018-08-18,1826,ill moderatete,stray,field,NA,2018-09-14,euthanasia,ill modera,33.7885609,-118.2152373
A606966,dog,tan,black,Male,2017-09-01,2018-05-01,242,normal,stray,field,NA,2018-05-02,return to owner,walkin,33.7882741,-118.1586673
A630136,dog,brown,white,Male,2016-07-18,2019-07-18,1095,normal,stray,field,NA,2019-07-24,transfer,spcala,33.809831,-118.2159687
A648741,dog,gray,white,Neutered,2016-09-11,2021-02-08,1611,normal,stray,field,NA,2021-02-28,adoption,web,33.7895865,-118.2151873
A691190,bird,black,orange,Unknown,2021-12-30,2022-12-30,365,normal,stray,field,NA,2022-12-31,rescue,wardsmtn,33.7694376,-118.171166
A720676,dog,black,white,Spayed,2022-05-11,2024-05-11,731,injured  mild,stray,field,NA,2024-07-05,adoption,web,33.770112,-118.1708675
A636109,dog,brown,NA,Male,2018-11-12,2019-11-12,365,normal,stray,field,NA,2019-11-15,transfer,spcala,33.8161367,-118.2155462
A646469,cat,black,NA,Unknown,2020-07-29,2020-07-31,2,under age/weight,stray,field,NA,2020-07-31,rescue,sbacc,33.8193312,-118.2155407
A320668,dog,black,NA,Male,2006-11-09,2017-02-14,3750,injured  severe,owner surrender,field,NA,2017-02-14,euthanasia,ill severe,33.7920012,-118.184824
A680148,cat,gray,black,Neutered,2020-07-18,2022-07-18,730,injured  moderate,stray,field,NA,2022-08-26,transfer,spcala,33.7920012,-118.184824
A692005,dog,white,tan,Neutered,2022-08-18,2023-01-18,153,ill mild,stray,field,NA,2023-02-01,adoption,web,33.791741,-118.2137591
A708885,cat,gray,white,Male,2023-09-18,2023-10-15,27,ill mild,stray,field,NA,2023-11-16,rescue,littlepaws,33.7918539,-118.1948868
A625464,dog,black,brown,Male,2018-04-27,2019-04-27,365,normal,stray,field,NA,2019-05-03,transfer,spcala,33.7916994,-118.199265
A589771,dog,black,NA,Male,2015-05-05,2017-05-05,731,normal,stray,field,NA,2017-05-11,transfer,spcala,33.8576061,-118.1695264
A599343,dog,black,white,Neutered,2014-10-27,2017-10-27,1096,normal,stray,field,NA,2018-04-06,adoption,walkin,33.7727458,-118.1686586
A674860,cat,black,white,Neutered,2020-05-15,2022-05-15,730,normal,owner surrender,field,NA,2022-05-17,return to owner,NA,33.7894877,-118.1896689
A436767,dog,brown,white,Male,2008-05-15,2017-10-11,3436,normal,stray,field,NA,2017-10-11,return to owner,NA,33.7880748,-118.1709227
A585866,dog,white,gray,Spayed,2016-02-16,2017-02-16,366,normal,stray,field,NA,2017-03-15,transfer,spcala,33.7880391,-118.1762889
A731759,dog,black,NA,Neutered,2021-11-04,2024-11-02,1094,normal,stray,aban field,NA,NA,NA,NA,33.7900714,-118.1847415
A659740,dog,brown,NA,Male,2019-07-03,2021-07-03,731,normal,owner surrender,field,bites,2021-11-19,euthanasia,beh severe,33.78991860000001,-118.21382
A728262,cat,white,black,Male,2020-09-06,2024-09-06,1461,ill moderatete,stray,field,NA,2024-09-06,euthanasia,ill severe,33.7899221,-118.2121785
A693396,dog,brown,black,Spayed,2021-02-14,2023-02-14,730,ill mild,stray,field,NA,2023-03-23,adoption,NA,33.7899221,-118.2121785
A618533,dog,white,NA,Female,2008-12-08,2018-12-08,3652,normal,stray,field,NA,2019-01-11,rescue,livelove,33.7918583,-118.2101233
A702343,cat,black,white,Male,2023-05-05,2023-07-05,61,ill severe,stray,field,NA,2023-07-14,rescue,littlepaws,33.7898607,-118.1676429
A712060,dog,tan,white,Neutered,2020-12-18,2023-12-18,1095,i/i report,stray,field,NA,2023-12-29,adoption,web,33.7917434,-118.1974135
A727428,cat,white,brown  tabby,Female,2024-07-24,2024-08-24,31,ill mild,stray,field,NA,2024-09-07,rescue,capaws,33.790074,-118.1961716
A722481,rabbit,brown,white,Neutered,2024-04-23,2024-06-08,46,normal,owner surrender,field,no home,2024-08-21,rescue,rabbitres,33.790074,-118.1961716
A722478,rabbit,white,NA,Neutered,2023-12-08,2024-06-08,183,normal,owner surrender,field,no home,2024-07-17,adoption,web,33.790074,-118.1961716
A630451,dog,tan,NA,Spayed,2012-10-26,2019-10-20,2550,normal,owner surrender,field,owner prob,2019-11-08,adoption,walkin,33.7917434,-118.1974135
A722477,rabbit,white,NA,Neutered,2023-06-08,2024-06-08,366,normal,owner surrender,field,no home,2024-08-29,rescue,blacksmith,33.790074,-118.1961716
A584292,dog,white,NA,Spayed,2009-01-10,2017-01-08,2920,injured  mild,stray,field,NA,2017-02-11,transport,other resc,33.7898693,-118.1992713
A696628,dog,gray,white,Male,2020-04-13,2023-04-13,1095,normal,stray,field,NA,2023-06-14,euthanasia,beh modera,33.7918121,-118.1907792
A642439,cat,white,brown  tabby,Unknown,2020-04-21,2020-05-06,15,under age/weight,stray,field,NA,2020-05-06,rescue,catpaws,33.7862307,-118.16981
A613216,rabbit,white,NA,Neutered,2017-10-27,2018-08-19,296,normal,stray,field,NA,2018-11-10,rescue,swtpeares,33.792138,-118.188935
A673892,dog,tan,black,Female,2022-03-03,2022-05-03,61,ill moderatete,stray,field,NA,2022-05-13,adoption,NA,33.792138,-118.188935
A675767,cat,black,white,Neutered,2022-04-25,2022-05-25,30,under age/weight,stray,field,NA,2022-08-17,adoption,NA,33.7914622,-118.1803622
A675049,cat,gray,NA,Female,2022-04-21,2022-05-18,27,ill moderatete,stray,field,NA,2022-05-29,adoption,NA,33.857605,-118.1703398
A608940,cat,black,NA,Male,2018-04-01,2018-06-01,61,normal,stray,field,NA,2018-06-08,transfer,spcala,33.7679402,-118.169379
A392454,dog,white,NA,Female,2006-04-25,2020-08-20,5231,ill severe,stray,field,NA,2020-08-21,return to owner,walkin,33.8719249,-118.1708342
A622807,dog,brown,NA,Neutered,2016-03-06,2019-03-06,1095,normal,stray,field,NA,2019-03-22,adoption,walkin,33.7898583,-118.1784179
A692353,dog,black,tan,Spayed,2021-01-24,2023-01-24,730,normal,stray,field,NA,2023-05-28,adoption,web,33.8769207,-118.1708755
A646114,cat,white,gray tabby,Female,2020-06-08,2020-07-23,45,under age/weight,stray,field,NA,2020-07-24,transfer,spcala,33.7918307,-118.1920571
A638563,dog,brown,black,Neutered,2010-04-29,2020-01-15,3548,aged,stray,field,NA,2020-01-19,return to owner,walkin,33.7825309,-118.2175972
A625350,cat,white,NA,Neutered,2016-04-26,2019-04-26,1095,injured  severe,stray,field,NA,2019-07-17,"shelter, neuter, return",straycatal,33.8233444,-118.2179108
A594538,dog,brown,white,Male,2013-07-31,2017-07-31,1461,injured  severe,stray,field,NA,2017-07-31,euthanasia,at vet,33.7900272,-118.1837492
A718278,cat,black,NA,Spayed,2021-04-09,2024-04-09,1096,ill moderatete,stray,field,NA,2024-05-15,rescue,littlelion,33.7898857,-118.1910812
A725720,cat,black,brown,Neutered,2024-06-17,2024-07-27,40,ill mild,stray,field,NA,2024-08-29,adoption,web,33.7918522,-118.1717297
A719586,cat,black,white,Neutered,2022-04-25,2024-04-25,731,ill severe,stray,field,NA,2024-05-19,community cat,NA,33.7898857,-118.1910812
A718340,cat,white,NA,Unknown,2024-04-10,2024-04-10,0,under age/weight,stray,field,NA,2024-04-13,rescue,littlelion,33.7898857,-118.1910812
A694292,dog,black,NA,Male,2022-06-07,2023-03-06,272,normal,stray,field,NA,2023-03-11,adoption,NA,33.7898857,-118.1910812
A614650,cat,black,NA,Unknown,2018-08-14,2018-09-14,31,ill severe,stray,field,NA,2018-09-14,euthanasia,ill severe,33.7906065,-118.1802722
A614651,cat,black,NA,Unknown,2018-08-14,2018-09-14,31,ill severe,stray,field,NA,2018-09-14,euthanasia,ill severe,33.7906065,-118.1802722
A643623,dog,tan,NA,Male,2019-06-08,2020-06-08,366,ill moderatete,stray,field,NA,2020-06-16,rescue,ahm4ever,33.8517738,-118.1691399
A722094,cat,gray,NA,Female,2024-05-02,2024-06-02,31,ill moderatete,stray,field,NA,2024-06-02,rescue,littlelion,33.7898725,-118.1828574
A614079,dog,white,tan,Female,2015-09-03,2018-09-03,1096,injured  mild,stray,field,NA,2018-09-04,euthanasia,inj severe,33.7898725,-118.1828574
A672644,cat,white,black,Spayed,2022-04-02,2022-04-03,1,under age/weight,stray,field,NA,2022-07-10,adoption,web,33.7916675,-118.1828537
A572626,dog,white,NA,Spayed,2014-06-09,2017-03-28,1023,normal,stray,field,NA,2017-03-28,return to owner,tag id,33.7903574,-118.0950634
A696869,cat,black,white,Unknown,NA,2023-04-15,NA,ill severe,stray,field,NA,2023-04-15,euthanasia,at vet,33.858741,-118.1704932
A634429,dog,tan,NA,Male,2018-10-02,2019-10-02,365,injured  severe,stray,field,NA,2019-10-02,euthanasia,at vet,33.7898836,-118.1920127
A591242,cat,black,NA,Female,2017-05-02,2017-06-02,31,under age/weight,stray,field,NA,2017-06-09,rescue,fndanifoun,33.7896885,-118.2031448
A598178,cat,black,NA,Male,2015-10-03,2017-10-03,731,injured  severe,stray,field,NA,2017-10-03,euthanasia,at vet,33.7890396,-118.1025726
A722200,cat,gray,NA,Neutered,2024-04-14,2024-06-04,51,ill mild,stray,field,NA,2024-07-05,community cat,commcat,33.8528265,-118.0542147
A591791,dog,black,tan,Spayed,2008-06-13,2017-06-13,3287,normal,stray,field,NA,2017-08-19,adoption,walkin,33.8710124,-118.1708363
A722576,dog,brown,white,Spayed,2023-11-12,2024-06-09,210,normal,stray,field,NA,2024-06-22,adoption,web,33.7899081,-118.2104994
A591245,dog,white,NA,Male,2012-06-02,2017-06-02,1826,normal,stray,field,NA,2017-06-08,transfer,spcala,33.7882495,-118.1286972
A436767,dog,brown,white,Male,2008-05-15,2017-02-13,3196,normal,stray,field,NA,2017-02-13,return to owner,fre rid hm,33.7898538,-118.1762891
A708937,dog,black,brown,Female,2018-10-17,2023-10-17,1826,injured  moderate,stray,field,NA,2023-10-17,euthanasia,at vet,33.7898529,-118.1902582
